"67","C0011253","Delusions or hallucinations","1007","C0007115","193","Thyroid cancer (neck gland cancer)","0","0","0"
"68","","Hand, finger ache or pain","1007","C0007115","193","Thyroid cancer (neck gland cancer)","1","0","0"
"209","C0023890","Liver failure (Cirrhosis)","1007","C0007115","193","Thyroid cancer (neck gland cancer)","0","0","0"
"21","C0018926","Vomiting blood","1007","C0007115","193","Thyroid cancer (neck gland cancer)","","","0"
"13","C0239377","Arm ache or pain","1008","C0010054","414.0","Coronary artery disease (CAD, heart disease)","1","0","1"
"239","C0014038","Encephalitis (brain infection)","1008","C0010054","414.0","Coronary artery disease (CAD, heart disease)","0","0","1"
"262","C0014866","Esophageal stricture (narrowing of the esophagus)","1008","C0010054","414.0","Coronary artery disease (CAD, heart disease)","1","0","1"
"21","C0018926","Vomiting blood","1008","C0010054","414.0","Coronary artery disease (CAD, heart disease)","","","1"
"66","C0239783","Groin pain","1008","C0010054","414.0","Coronary artery disease (CAD, heart disease)","","","1"
"88","C0033774","Skin itching","1008","C0010054","414.0","Coronary artery disease (CAD, heart disease)","","","1"
"306","C0038358","Gastric ulcer (stomach ulcer)","1009","","","Double diabetes (hybrid diabetes)","0","0","0"
"282","C0015734","Fecal impaction (rectal blockage from stool)","1009","","","Double diabetes (hybrid diabetes)","0","0","0"
"277","C0033831","False pregnancy","1009","","","Double diabetes (hybrid diabetes)","0","0","0"
"79","C0019825","Hoarse voice","101","C0005887","","Body dysmorphic disorder (body appearance obsession)","","","0"
"5","","Lower belly pain","101","C0005887","","Body dysmorphic disorder (body appearance obsession)","","","0"
"199","C0221406","Cushing disease (excessive pituitary gland hormones)","1011","C0240604","","Birth control pill use","1","1",""
"100","C0231528","Muscle aches","1012","C0149755","826","Toe fracture","1","1","0"
"34","C0573166","Amphetamine overdose","1013","C0272694","816","Finger fracture (broken finger)","1","1","0"
"39","C0025222","Dark stools","1013","C0272694","816","Finger fracture (broken finger)","","","0"
"39","C0025222","Dark stools","1014","C0435632","814.0","Hand fracture (broken hand)","1","1","0"
"6","C0000833","Abscess (Collection of pus)","1014","C0435632","814.0","Hand fracture (broken hand)","","","0"
"118","C0030794","Pelvic pain","1015","C0272654","814.01","Scaphoid fracture (broken hand bone)","1","1","0"
"217","C0025222","Melena (Black stools from blood)","1015","C0272654","814.01","Scaphoid fracture (broken hand bone)","1","1","0"
"89","C0003862","Joint pain","1016","C0159658","810","Clavicle fracture (broken collar bone)","1","1","0"
"6","C0000833","Abscess (Collection of pus)","1016","C0159658","810","Clavicle fracture (broken collar bone)","","","0"
"28","C0438716","Chest pressure","1017","C0018824","424.0","Valvular heart disease (abnormal heart valves)","0","0","0"
"88","C0033774","Skin itching","1017","C0018824","424.0","Valvular heart disease (abnormal heart valves)","0","0","0"
"205","","Headache after trauma","1017","C0018824","424.0","Valvular heart disease (abnormal heart valves)","0","0","0"
"189","C0236068","Tongue swelling","1017","C0018824","424.0","Valvular heart disease (abnormal heart valves)","1","1","0"
"239","C0014038","Encephalitis (brain infection)","1017","C0018824","424.0","Valvular heart disease (abnormal heart valves)","0","0","0"
"262","C0014866","Esophageal stricture (narrowing of the esophagus)","1017","C0018824","424.0","Valvular heart disease (abnormal heart valves)","0","0","0"
"88","C0033774","Skin itching","1018","C0003504","395.1","Aortic regurgitation (leaking heart valve)","0","0","0"
"205","","Headache after trauma","1018","C0003504","395.1","Aortic regurgitation (leaking heart valve)","0","0","0"
"189","C0236068","Tongue swelling","1018","C0003504","395.1","Aortic regurgitation (leaking heart valve)","0","0","0"
"28","C0438716","Chest pressure","1018","C0003504","395.1","Aortic regurgitation (leaking heart valve)","","","0"
"262","C0014866","Esophageal stricture (narrowing of the esophagus)","1018","C0003504","395.1","Aortic regurgitation (leaking heart valve)","","","0"
"88","C0033774","Skin itching","1019","C0026269","746.5","Mitral stenosis (tight heart valve)","0","0","0"
"73","C1456556","Heat illness","1019","C0026269","746.5","Mitral stenosis (tight heart valve)","0","0","0"
"189","C0236068","Tongue swelling","1019","C0026269","746.5","Mitral stenosis (tight heart valve)","0","0","0"
"28","C0438716","Chest pressure","1019","C0026269","746.5","Mitral stenosis (tight heart valve)","","","0"
"262","C0014866","Esophageal stricture (narrowing of the esophagus)","1019","C0026269","746.5","Mitral stenosis (tight heart valve)","","","0"
"7","C0242301","Boil (Furuncle)","102","C0153690","198.5","Bone metastases (cancer spread to bone)","","","1"
"275","C0151602","Facial swelling","102","C0153690","198.5","Bone metastases (cancer spread to bone)","0","0","1"
"88","C0033774","Skin itching","1020","C0026266","394.1","Mitral regurgitation (leaking heart valve)","0","0","0"
"73","C1456556","Heat illness","1020","C0026266","394.1","Mitral regurgitation (leaking heart valve)","0","0","0"
"189","C0236068","Tongue swelling","1020","C0026266","394.1","Mitral regurgitation (leaking heart valve)","0","0","0"
"28","C0438716","Chest pressure","1020","C0026266","394.1","Mitral regurgitation (leaking heart valve)","","","0"
"262","C0014866","Esophageal stricture (narrowing of the esophagus)","1020","C0026266","394.1","Mitral regurgitation (leaking heart valve)","","","0"
"112","C0028754","Obesity","1022","C0086543","366","Cataracts (clouding of the eye lens)","1","0","0"
"125","C0015230","Rash","1024","C0039730","282.4","Thalassemia (Mediterranean anemia, inherited blood disorder)","1","1","0"
"201","C0010695","Cystocele (bladder hernia)","1024","C0039730","282.4","Thalassemia (Mediterranean anemia, inherited blood disorder)","1","1","0"
"116","","Heart pulsations and palpitations","1024","C0039730","282.4","Thalassemia (Mediterranean anemia, inherited blood disorder)","0","1","0"
"201","C0010695","Cystocele (bladder hernia)","1025","C0162316","280","Iron deficiency anemia (low red blood cell count)","1","1","0"
"21","C0018926","Vomiting blood","1025","C0162316","280","Iron deficiency anemia (low red blood cell count)","","","0"
"201","C0010695","Cystocele (bladder hernia)","1026","C0002878","283","Hemolytic anemia (red blood cell destruction disorder)","1","1","1"
"179","C0242429","Throat pain","1026","C0002878","283","Hemolytic anemia (red blood cell destruction disorder)","0","0","1"
"15","C1455728","Acute fatty liver of pregnancy","1026","C0002878","283","Hemolytic anemia (red blood cell destruction disorder)","","","1"
"160","C0236082","Vaginal pain","1027","C0033999","372.4","Pterygium (growth on the eye)","1","0","0"
"201","C0010695","Cystocele (bladder hernia)","1029","C0002892","281.0","Pernicious anemia (vitamin deficiency blood disorder)","1","0","0"
"94","","Swelling of both legs","103","C0006057","040.41","Botulism (bacterial toxin causing muscle weakness)","","","1"
"98","C0221776","Mouth pain","103","C0006057","040.41","Botulism (bacterial toxin causing muscle weakness)","","","1"
"114","C0029944","Overdose","103","C0006057","040.41","Botulism (bacterial toxin causing muscle weakness)","","","1"
"172","C0023890","Cirrhosis (liver failure and scarring)","103","C0006057","040.41","Botulism (bacterial toxin causing muscle weakness)","0","0","1"
"270","C0015408","Eye trauma (injury)","103","C0006057","040.41","Botulism (bacterial toxin causing muscle weakness)","0","0","1"
"28","C0438716","Chest pressure","1030","C0001403","255.41","Addison's disease (adrenal insufficiency)","0","0","0"
"204","C0043094","Weight gain","1030","C0001403","255.41","Addison's disease (adrenal insufficiency)","1","1","0"
"205","","Headache after trauma","1030","C0001403","255.41","Addison's disease (adrenal insufficiency)","1","1","0"
"62","","Aseptic joint effusion (fluid in a joint)","1030","C0001403","255.41","Addison's disease (adrenal insufficiency)","0","0","0"
"206","C0424939","Learning difficulties","1030","C0001403","255.41","Addison's disease (adrenal insufficiency)","0","0","0"
"275","C0151602","Facial swelling","1030","C0001403","255.41","Addison's disease (adrenal insufficiency)","","","0"
"207","C0018965","Blood in urine (Hematuria)","1032","C0027051","411.0","Heart attack (acute myocardial infarction, AMI)","1","0","1"
"234","C0344232","Blurry vision","1032","C0027051","411.0","Heart attack (acute myocardial infarction, AMI)","0","0","1"
"239","C0014038","Encephalitis (brain infection)","1032","C0027051","411.0","Heart attack (acute myocardial infarction, AMI)","1","0","1"
"304","C0026946","Fungal infections","1032","C0027051","411.0","Heart attack (acute myocardial infarction, AMI)","0","0","1"
"258","C0014851","Esophageal cyst","1033","C0011644","701.0","Scleroderma (progressive hardening of soft tissue)","0","0","0"
"81","C0009264","Low temperature","1033","C0011644","701.0","Scleroderma (progressive hardening of soft tissue)","","","0"
"205","","Headache after trauma","1034","C0041755","357.6","Medication reaction","1","1","1"
"204","C0043094","Weight gain","1034","C0041755","357.6","Medication reaction","1","1","1"
"207","C0018965","Blood in urine (Hematuria)","1034","C0041755","357.6","Medication reaction","1","0","1"
"211","C0011394","Dentures","1034","C0041755","357.6","Medication reaction","1","1","1"
"212","C3805244","Painful rash","1034","C0041755","357.6","Medication reaction","1","1","1"
"215","C0232478","Ingestion","1034","C0041755","357.6","Medication reaction","1","1","1"
"199","C0221406","Cushing disease (excessive pituitary gland hormones)","1034","C0041755","357.6","Medication reaction","1","0","1"
"164","C0042798","Loss of vision (Blindness)","1034","C0041755","357.6","Medication reaction","1","1","1"
"170","C0221785","Wrist pain","1034","C0041755","357.6","Medication reaction","1","1","1"
"223","C0037383","Sneezing","1034","C0041755","357.6","Medication reaction","1","1","1"
"224","C0017565","Bleeding gums","1034","C0041755","357.6","Medication reaction","1","1","1"
"225","C0241981","Loss of balance","1034","C0041755","357.6","Medication reaction","1","1","1"
"208","C0080274","Urinary retention (Inability to urinate)","1034","C0041755","357.6","Medication reaction","1","1","1"
"226","C0520966","Incoordination","1034","C0041755","357.6","Medication reaction","1","1","1"
"227","C0004134","Ataxia (Incoordination)","1034","C0041755","357.6","Medication reaction","1","1","1"
"228","C2751891","Loss of coordination","1034","C0041755","357.6","Medication reaction","1","1","1"
"229","C0234518","Slurred speech","1034","C0041755","357.6","Medication reaction","1","1","1"
"230","","Bleeding in brain","1034","C0041755","357.6","Medication reaction","1","1","1"
"231","C0014836","E. coli infection (Escherichia coli, bacterial infection)","1034","C0041755","357.6","Medication reaction","1","1","1"
"235","C0010520","Cyanosis (Blue skin coloration)","1034","C0041755","357.6","Medication reaction","1","1","1"
"240","C0007103","Endometrial cancer (cancer of the lining of the uterus)","1034","C0041755","357.6","Medication reaction","1","1","1"
"243","C0040654","Transcutaneous electric nerve stimulation (TENS, pain management)","1034","C0041755","357.6","Medication reaction","1","1","1"
"176","C0573196","Cocaine overdose","1034","C0041755","357.6","Medication reaction","1","1","1"
"246","C0020672","Hypothermia (extreme cold exposure)","1034","C0041755","357.6","Medication reaction","1","1","1"
"246","C0020672","Hypothermia (extreme cold exposure)","1034","C0041755","357.6","Medication reaction","1","1","1"
"249","C0014534","Inflammation of testicular tubes (epididymitis)","1034","C0041755","357.6","Medication reaction","1","1","1"
"250","C0006104","Epidural abscess (brain or spine pus collection)","1034","C0041755","357.6","Medication reaction","1","1","1"
"5","","Lower belly pain","1034","C0041755","357.6","Medication reaction","","","1"
"15","C1455728","Acute fatty liver of pregnancy","1034","C0041755","357.6","Medication reaction","","","1"
"16","C0423673","Spinal pain","1034","C0041755","357.6","Medication reaction","","","1"
"20","","Blood in vomit","1034","C0041755","357.6","Medication reaction","","","1"
"21","C0018926","Vomiting blood","1034","C0041755","357.6","Medication reaction","","","1"
"49","C0239266","Elbow ache or pain","1034","C0041755","357.6","Medication reaction","","","1"
"51","C0015468","Facial pain","1034","C0041755","357.6","Medication reaction","","","1"
"66","C0239783","Groin pain","1034","C0041755","357.6","Medication reaction","","","1"
"70","C0018681","Headache","1034","C0041755","357.6","Medication reaction","","","1"
"81","C0009264","Low temperature","1034","C0041755","357.6","Medication reaction","","","1"
"96","C0023380","Lethargy (Sluggishness)","1034","C0041755","357.6","Medication reaction","","","1"
"113","C0497406","Overweight","1034","C0041755","357.6","Medication reaction","","","1"
"121","C0032343","Poisoning","1034","C0041755","357.6","Medication reaction","","","1"
"291","C0016053","Fibromyalgia (chronic pain disorder)","1034","C0041755","357.6","Medication reaction","1","0","1"
"295","C0239598","Finger swelling","1034","C0041755","357.6","Medication reaction","1","1","1"
"304","C0026946","Fungal infections","1034","C0041755","357.6","Medication reaction","0","0","1"
"306","C0038358","Gastric ulcer (stomach ulcer)","1034","C0041755","357.6","Medication reaction","1","0","1"
"277","C0033831","False pregnancy","1034","C0041755","357.6","Medication reaction","1","0","1"
"48","C0013456","Pain in the ear","1035","C0238298","","Myxedema coma (severely low thyroid hormone)","0","0","1"
"87","C0015469","Bell's palsy (facial muscle weakness)","1035","C0238298","","Myxedema coma (severely low thyroid hormone)","0","0","1"
"58","C0015970","Fever of unknown origin","1035","C0238298","","Myxedema coma (severely low thyroid hormone)","0","0","1"
"207","C0018965","Blood in urine (Hematuria)","1035","C0238298","","Myxedema coma (severely low thyroid hormone)","0","0","1"
"240","C0007103","Endometrial cancer (cancer of the lining of the uterus)","1035","C0238298","","Myxedema coma (severely low thyroid hormone)","0","0","1"
"292","C0013882","Filariasis (elephantiasis)","1035","C0238298","","Myxedema coma (severely low thyroid hormone)","0","0","1"
"223","C0037383","Sneezing","1036","C0004913","","Bed bugs","0","0","0"
"224","C0017565","Bleeding gums","1036","C0004913","","Bed bugs","1","1","0"
"225","C0241981","Loss of balance","1036","C0004913","","Bed bugs","1","1","0"
"208","C0080274","Urinary retention (Inability to urinate)","1036","C0004913","","Bed bugs","1","1","0"
"227","C0004134","Ataxia (Incoordination)","1036","C0004913","","Bed bugs","0","0","0"
"226","C0520966","Incoordination","1036","C0004913","","Bed bugs","0","0","0"
"228","C2751891","Loss of coordination","1036","C0004913","","Bed bugs","0","0","0"
"229","C0234518","Slurred speech","1036","C0004913","","Bed bugs","0","0","0"
"230","","Bleeding in brain","1036","C0004913","","Bed bugs","1","1","0"
"231","C0014836","E. coli infection (Escherichia coli, bacterial infection)","1036","C0004913","","Bed bugs","1","1","0"
"196","C0015544","Failure to thrive","1037","C0040259","110.4","Athlete's foot (tinea pedis)","1","1","0"
"208","C0080274","Urinary retention (Inability to urinate)","1037","C0040259","110.4","Athlete's foot (tinea pedis)","1","1","0"
"81","C0009264","Low temperature","1037","C0040259","110.4","Athlete's foot (tinea pedis)","","","0"
"238","C0014009","Empyema (collection of pus in chest)","1037","C0040259","110.4","Athlete's foot (tinea pedis)","","","0"
"199","C0221406","Cushing disease (excessive pituitary gland hormones)","1038","C0025322","256.31","Early menopause (premature ovarian failure)","1","0","0"
"209","C0023890","Liver failure (Cirrhosis)","1039","C0024586","259.2","Carcinoid syndrome (flushing, diarrhea)","1","0","0"
"199","C0221406","Cushing disease (excessive pituitary gland hormones)","1040","C1698581","","Mayer Rokitansky Küster Hauser syndrome (MRKH, inherited vaginal abnormality)","1","1","0"
"211","C0011394","Dentures","1040","C1698581","","Mayer Rokitansky Küster Hauser syndrome (MRKH, inherited vaginal abnormality)","0","0","0"
"7","C0242301","Boil (Furuncle)","1041","C0028754","278.00","Obesity","1","1","0"
"199","C0221406","Cushing disease (excessive pituitary gland hormones)","1041","C0028754","278.00","Obesity","1","0","0"
"257","C0014859","Esophageal cancer (tumor)","1041","C0028754","278.00","Obesity","1","0","0"
"275","C0151602","Facial swelling","1041","C0028754","278.00","Obesity","0","0","0"
"19","","Spontaneous bleeding","1041","C0028754","278.00","Obesity","","","0"
"37","","Decreased stools","1041","C0028754","278.00","Obesity","","","0"
"70","C0018681","Headache","1041","C0028754","278.00","Obesity","","","0"
"88","C0033774","Skin itching","1041","C0028754","278.00","Obesity","","","0"
"306","C0038358","Gastric ulcer (stomach ulcer)","1041","C0028754","278.00","Obesity","1","1","0"
"215","C0232478","Ingestion","1043","C0020502","252.0","Hyperparathyroidism (elevated parathyroid hormone levels)","1","1","0"
"52","C0039070","Fainting","1043","C0020502","252.0","Hyperparathyroidism (elevated parathyroid hormone levels)","","","0"
"275","C0151602","Facial swelling","1043","C0020502","252.0","Hyperparathyroidism (elevated parathyroid hormone levels)","","","0"
"304","C0026946","Fungal infections","1043","C0020502","252.0","Hyperparathyroidism (elevated parathyroid hormone levels)","0","0","0"
"216","C0014863","Diffuse esophageal spasm (painful contractions of the esophagus)","1044","C0158516","738.7","Cauliflower ear (wrestlers ear)","1","1",""
"24","C0006138","Pain or soreness of breast","1044","C0158516","738.7","Cauliflower ear (wrestlers ear)","1","1",""
"23","C0236663","Alcohol withdrawal syndrome (mild)","1044","C0158516","738.7","Cauliflower ear (wrestlers ear)","1","1",""
"177","C0232488","Colic (prolonged infant crying episodes)","1045","C0149732","728.83","Muscle tear","1","1","0"
"213","","Sleeping problem","1045","C0149732","728.83","Muscle tear","1","1","0"
"35","C0153446","Anal cancer","1045","C0149732","728.83","Muscle tear","1","1","0"
"196","C0015544","Failure to thrive","1045","C0149732","728.83","Muscle tear","1","1","0"
"62","","Aseptic joint effusion (fluid in a joint)","1045","C0149732","728.83","Muscle tear","1","1","0"
"68","","Hand, finger ache or pain","1045","C0149732","728.83","Muscle tear","1","1","0"
"118","C0030794","Pelvic pain","1045","C0149732","728.83","Muscle tear","1","1","0"
"217","C0025222","Melena (Black stools from blood)","1045","C0149732","728.83","Muscle tear","1","1","0"
"217","C0025222","Melena (Black stools from blood)","1045","C0149732","728.83","Muscle tear","1","1","0"
"301","","Foreign body, rectal","1045","C0149732","728.83","Muscle tear","0","0","0"
"173","C0009088","Cluster headache (one-sided headache behind the eye)","1046","C0152020","536.3","Gastroparesis (stomach muscle malfunction)","0","0","0"
"264","C0267080","Esophageal web (Schatzki's ring, constriction of esophagus)","1046","C0152020","536.3","Gastroparesis (stomach muscle malfunction)","0","0","0"
"1","C0232492","Upper abdominal pain","1046","C0152020","536.3","Gastroparesis (stomach muscle malfunction)","","","0"
"223","C0037383","Sneezing","1047","C0038165","695.81","Scalded skin syndrome (blistering skin infection)","0","1","1"
"226","C0520966","Incoordination","1047","C0038165","695.81","Scalded skin syndrome (blistering skin infection)","0","1","1"
"227","C0004134","Ataxia (Incoordination)","1047","C0038165","695.81","Scalded skin syndrome (blistering skin infection)","0","1","1"
"228","C2751891","Loss of coordination","1047","C0038165","695.81","Scalded skin syndrome (blistering skin infection)","0","1","1"
"229","C0234518","Slurred speech","1047","C0038165","695.81","Scalded skin syndrome (blistering skin infection)","0","1","1"
"218","","Vomiting coffee ground material","1049","C0009376","556.4","Colon polyps (large intestine tumors)","1","0","0"
"21","C0018926","Vomiting blood","105","C0428977","779.81","Bradycardia (slow heart rate)","1","1","1"
"28","C0438716","Chest pressure","105","C0428977","779.81","Bradycardia (slow heart rate)","","","1"
"88","C0033774","Skin itching","105","C0428977","779.81","Bradycardia (slow heart rate)","","","1"
"262","C0014866","Esophageal stricture (narrowing of the esophagus)","105","C0428977","779.81","Bradycardia (slow heart rate)","","","1"
"17","C0005779","Bleeding tendency","1050","C0242459","","Loffler's syndrome (pulmonary eosinophilia, lung inflammation)","0","0","0"
"154","C0231686","Unsteady gait (Trouble walking)","1050","C0242459","","Loffler's syndrome (pulmonary eosinophilia, lung inflammation)","0","0","0"
"29","C0009090","Confusion (altered mental status)","1050","C0242459","","Loffler's syndrome (pulmonary eosinophilia, lung inflammation)","","","0"
"88","C0033774","Skin itching","1050","C0242459","","Loffler's syndrome (pulmonary eosinophilia, lung inflammation)","","","0"
"273","C1299982","Facial laceration (skin cut)","1050","C0242459","","Loffler's syndrome (pulmonary eosinophilia, lung inflammation)","0","0","0"
"170","C0221785","Wrist pain","1051","C0018939","289.9","Methemoglobinemia (blood disorder)","0","0","1"
"112","C0028754","Obesity","1052","C0149793","","Amaurosis fugax (momentary vision loss in one eye)","1","0","1"
"219","C0040264","Ringing in ears (Tinnitus)","1053","C0347724","959.7","Tendon laceration (tendon cut)","1","1","1"
"220","C0149745","Mouth ulcers","1053","C0347724","959.7","Tendon laceration (tendon cut)","1","1","1"
"221","C0240382","Mouth swelling","1053","C0347724","959.7","Tendon laceration (tendon cut)","1","1","1"
"222","C0235267","Eye redness","1053","C0347724","959.7","Tendon laceration (tendon cut)","1","1","1"
"39","C0025222","Dark stools","1053","C0347724","959.7","Tendon laceration (tendon cut)","","","1"
"219","C0040264","Ringing in ears (Tinnitus)","1054","","","Foreign body in a wound","1","1","1"
"220","C0149745","Mouth ulcers","1054","","","Foreign body in a wound","1","1","1"
"221","C0240382","Mouth swelling","1054","","","Foreign body in a wound","1","1","1"
"222","C0235267","Eye redness","1054","","","Foreign body in a wound","1","1","1"
"42","C0011991","Diarrhea","1054","","","Foreign body in a wound","1","1","1"
"6","C0000833","Abscess (Collection of pus)","1054","","","Foreign body in a wound","","","1"
"39","C0025222","Dark stools","1054","","","Foreign body in a wound","","","1"
"238","C0014009","Empyema (collection of pus in chest)","1054","","","Foreign body in a wound","","","1"
"263","C0014867","Esophageal varices (dilation of esophageal veins)","1054","","","Foreign body in a wound","0","1","1"
"219","C0040264","Ringing in ears (Tinnitus)","1055","C0043241","911.5","Wound infection (cut infection)","1","1","1"
"220","C0149745","Mouth ulcers","1055","C0043241","911.5","Wound infection (cut infection)","1","1","1"
"221","C0240382","Mouth swelling","1055","C0043241","911.5","Wound infection (cut infection)","1","1","1"
"222","C0235267","Eye redness","1055","C0043241","911.5","Wound infection (cut infection)","1","1","1"
"263","C0014867","Esophageal varices (dilation of esophageal veins)","1055","C0043241","911.5","Wound infection (cut infection)","1","0","1"
"29","C0009090","Confusion (altered mental status)","1055","C0043241","911.5","Wound infection (cut infection)","","","1"
"39","C0025222","Dark stools","1055","C0043241","911.5","Wound infection (cut infection)","","","1"
"57","","Fever in the returning traveler","1055","C0043241","911.5","Wound infection (cut infection)","","","1"
"219","C0040264","Ringing in ears (Tinnitus)","1056","C0178324","904.9","Blood vessel injury","1","1","1"
"220","C0149745","Mouth ulcers","1056","C0178324","904.9","Blood vessel injury","1","1","1"
"221","C0240382","Mouth swelling","1056","C0178324","904.9","Blood vessel injury","1","1","1"
"222","C0235267","Eye redness","1056","C0178324","904.9","Blood vessel injury","1","1","1"
"234","C0344232","Blurry vision","1057","C0162836","682.9","Hidradenitis suppurativa (chronic collections of pus)","1","1","0"
"11","C0086769","Panic attack","1057","C0162836","682.9","Hidradenitis suppurativa (chronic collections of pus)","","","0"
"81","C0009264","Low temperature","1057","C0162836","682.9","Hidradenitis suppurativa (chronic collections of pus)","","","0"
"238","C0014009","Empyema (collection of pus in chest)","1057","C0162836","682.9","Hidradenitis suppurativa (chronic collections of pus)","","","0"
"263","C0014867","Esophageal varices (dilation of esophageal veins)","1057","C0162836","682.9","Hidradenitis suppurativa (chronic collections of pus)","","","0"
"287","C0015967","Fever (elevated temperature)","1057","C0162836","682.9","Hidradenitis suppurativa (chronic collections of pus)","","","0"
"173","C0009088","Cluster headache (one-sided headache behind the eye)","1059","C0038000","865.04","Spleen injury (splenic rupture)","0","0","1"
"32","C0424790","Rigors","1059","C0038000","865.04","Spleen injury (splenic rupture)","","","1"
"54","C0344329","Passing out","1059","C0038000","865.04","Spleen injury (splenic rupture)","","","1"
"3","C0848377","Abdominal trauma","106","C0006105","006.5","Brain abscess (collection of pus in the brain)","","","1"
"135","C0037011","Shoulder ache or pain","106","C0006105","006.5","Brain abscess (collection of pus in the brain)","0","0","1"
"137","","Cavernous sinus tumor (head vein cancer)","106","C0006105","006.5","Brain abscess (collection of pus in the brain)","0","0","1"
"291","C0016053","Fibromyalgia (chronic pain disorder)","106","C0006105","006.5","Brain abscess (collection of pus in the brain)","0","0","1"
"294","C0152448","Finger pulp infection (felon)","106","C0006105","006.5","Brain abscess (collection of pus in the brain)","0","0","1"
"173","C0009088","Cluster headache (one-sided headache behind the eye)","1060","C0160390","864","Liver injury (liver trauma)","0","0","1"
"11","C0086769","Panic attack","1061","C0015333","E926","Radiation exposure (radiation sickness)","","","1"
"189","C0236068","Tongue swelling","1062","C0024796","759.82","Marfan syndrome (rare inherited disease)","1","1","0"
"87","C0015469","Bell's palsy (facial muscle weakness)","1063","","","Tape worm infection","0","1","0"
"172","C0023890","Cirrhosis (liver failure and scarring)","1064","C0039437","520.7","Teething","0","1",""
"36","C0009806","Constipation","1064","C0039437","520.7","Teething","","",""
"137","","Cavernous sinus tumor (head vein cancer)","1065","C0034494","071","Rabies (deadly viral illness transmitted by animals)","0","0","1"
"172","C0023890","Cirrhosis (liver failure and scarring)","1065","C0034494","071","Rabies (deadly viral illness transmitted by animals)","0","0","1"
"294","C0152448","Finger pulp infection (felon)","1065","C0034494","071","Rabies (deadly viral illness transmitted by animals)","0","0","1"
"173","C0009088","Cluster headache (one-sided headache behind the eye)","1066","C0025162","041.84","Toxic megacolon (rapid dilation of the colon)","0","0","1"
"174","C0003492","Coarctation of aorta (narrowing of the aorta)","1067","C0007114","172.9","Basal cell carcinoma (skin cancer)","1","0","0"
"238","C0014009","Empyema (collection of pus in chest)","1067","C0007114","172.9","Basal cell carcinoma (skin cancer)","0","0","0"
"174","C0003492","Coarctation of aorta (narrowing of the aorta)","1068","C0037293","455.9","Skin tags (acrochordons)","1","1","0"
"238","C0014009","Empyema (collection of pus in chest)","1068","C0037293","455.9","Skin tags (acrochordons)","","","0"
