Abdominal Pain,Clostridium difficile (C. Diff)
Abdominal Pain,Concussion
Abdominal Pain,Constipation
Abdominal Pain,Coronary artery disease (CAD heart disease)
Abdominal Pain,Diabetes mellitus type 2 (elevated blood sugar)
Abdominal Pain,Diabetic ketoacidosis (DKA a complication of poorly controlled diabetes)
Abdominal Pain,Drug withdrawal syndrome
Abdominal Pain,Duodenal cancer (small intestine)
Abdominal Pain,Esophagitis (esophageal inflammation)
Abdominal Pain,Extragonadal germ cell tumors
Abdominal Pain,Food poisoning
Abdominal Pain,Gallbladder cancer
Abdominal Pain,Gastric ulcer (stomach ulcer)
Abdominal Pain,Gastritis (stomach inflammation)
Abdominal Pain,Gastroenteritis (intestinal infection)
Abdominal Pain,Gastroesophageal reflux (GERD heartburn)
Abdominal Pain,Glomerulonephritis (kidney disease)
Abdominal Pain,Head injury
Abdominal Pain,Hepatitis A
Abdominal Pain,Hydronephrosis
Abdominal Pain,Hyperemesis gravidarum (severe vomiting in pregnancy)
Abdominal Pain,Irritable bowel syndrome (IBS chronic intestinal pain and cramping)
Abdominal Pain,Labyrinthitis (dizziness and vertigo)
Abdominal Pain,Lactose intolerance
Abdominal Pain,Major depressive disorder (severe depression)
Abdominal Pain,Migraine (type of headache)
Abdominal Pain,Myocardial infarction (heart attack)
Abdominal Pain,Panic disorder
Abdominal Pain,Paralytic Ileus (intestinal paralysis)
Abdominal Pain,Polyarteritis Nodosa (PAN)
Abdominal Pain,Polyphagia (overeating)
Abdominal Pain,Prescription drug abuse
Abdominal Pain,Scurvy (vitamin C deficiency)
Abdominal Pain,Sepsis (serious blood infection)
Abdominal Pain,Traumatic brain injury
Abdominal Pain,Ulcerative colitis (large intestine inflammation)
Abdominal Pain,Unstable angina (pre heart attack chest pain)
Abdominal Pain,Vertigo (spinning sensation)
Abdominal Pain,Viral infections
Abdominal Pain,Carotid cavernous fistula (abnormal blood vessel communication)
Abdominal Pain,Cavernous sinus aneurysm (head vein dilation)
Abdominal Pain,Cavernous sinus tumor (head vein cancer)
Abdominal Pain,Nasal polyps (growths)
Abdominal Pain,Sinusitis (sinus infection)
Abdominal Pain,Squamous cell cancer (common skin cancer)
Abdominal Pain,Adjustment disorder (poor adjustment to life stressor)
Abdominal Pain,Amphetamine abuse
Abdominal Pain,Anxiety disorder (generalized anxiety disorder GAD)
Abdominal Pain,Arrhythmia (abnormal heart rhythm)
Abdominal Pain,Attention deficit hyperactivity disorder (ADHD)
Abdominal Pain,Bipolar disorder (manic depressive disorder)
Abdominal Pain,Body dysmorphic disorder (body appearance obsession)
Abdominal Pain,Complex partial seizures (psychomotor epilepsy)
Abdominal Pain,Depression (excessive sadness)
Abdominal Pain,Drug overuse
Abdominal Pain,Dysthymia (depression dysthymic disorder)
Abdominal Pain,Huntington disease (chorea)
Abdominal Pain,Hyperventilation (rapid breathing)
Abdominal Pain,Hypoglycemia (low blood sugar)
Abdominal Pain,Hypoparathyroidism
Abdominal Pain,Hypoxia (lack of oxygen)
Abdominal Pain,Major depressive disorder (severe depression)
Abdominal Pain,Narcotic (morphine heroin) abuse
Abdominal Pain,Obsessive compulsive disorder (OCD anxiety disorder)
Abdominal Pain,Panic disorder
Abdominal Pain,Personality disorder (unhealthy patterns of thinking and behavior)
Abdominal Pain,Phobias (irrational fear)
Abdominal Pain,Post-traumatic stress disorder (PTSD)
Abdominal Pain,Prescription drug abuse
Abdominal Pain,Schizoaffective disorder (features of schizophrenia and mood disorder)
Abdominal Pain,Schizophrenia (chronic impaired reality perception)
Abdominal Pain,Stress
Abdominal Pain,Thyroid cyst
Abdominal Pain,Allergic reaction
Abdominal Pain,Appendicitis
Abdominal Pain,Bacterial vaginosis (vaginal infection)
Abdominal Pain,Bladder infection (cystitis UTI urinary tract infection)
Abdominal Pain,Celiac disease (celiac sprue)
Abdominal Pain,Cervical cancer (tumor)
Abdominal Pain,Cervicitis (inflammation of the lower uterus)
Abdominal Pain,Cholecystitis (inflammation of the gallbladder)
Abdominal Pain,Cholelithiasis (gallstones)
Abdominal Pain,Colonic diverticulitis (inflammation of pouches in the large intestine)
Abdominal Pain,Constipation
Abdominal Pain,Contusion (bruise ecchymosis)
Abdominal Pain,Crohn's disease (regional enteritis Crohn's colitis intestinal inflammation)
Abdominal Pain,Diverticulosis (weakening of the large intestine wall)
Abdominal Pain,Ectopic pregnancy (tubal pregnancy)
Abdominal Pain,Endometriosis (uterine tissue outside the uterus)
Abdominal Pain,Endometritis (inflammation of the uterus)
Abdominal Pain,Extragonadal germ cell tumors
Abdominal Pain,Fibromyalgia (chronic pain disorder)
Abdominal Pain,Gastroenteritis (intestinal infection)
Abdominal Pain,Gastroesophageal reflux (GERD heartburn)
Abdominal Pain,Hernia
Abdominal Pain,Inguinal hernia (groin hernia)
Abdominal Pain,Irritable bowel syndrome (IBS chronic intestinal pain and cramping)
Abdominal Pain,Kidney stone (nephrolithiasis)
Abdominal Pain,Lactose intolerance
Abdominal Pain,Ligament sprain (connection between two bones)
Abdominal Pain,Multiple pregnancy (twins triplets etc)
Abdominal Pain,Ovarian torsion (twisting of the ovary)
Abdominal Pain,Pancreas inflammation (pancreatitis chronic)
Abdominal Pain,Pelvic inflammatory disease (PID female reproductive organ infection)
Abdominal Pain,Placenta previa (placenta covers cervix)
Abdominal Pain,Pyelonephritis (kidney infection)
Abdominal Pain,Sexually transmitted disease (STD)
Abdominal Pain,Trichomonas vaginalis infection (vaginal infection)
Abdominal Pain,Ulcerative colitis (large intestine inflammation)
Abdominal Pain,Umbilical hernia (belly button hernia)
Abdominal Pain,Urine retention (inability to urinate)
Abdominal Pain,Ventral hernia (bulging of the abdominal wall)
Abnormal Heart Rate,Anaphylaxis (severe/life threatening allergic reaction)
Abnormal Heart Rate,Asthma
Abnormal Heart Rate,Atypical pneumonia (lung infection)
Abnormal Heart Rate,Bronchiolitis (bronchial tube inflammation)
Abnormal Heart Rate,Bronchitis (bronchial tube infection)
Abnormal Heart Rate,Chronic obstructive pulmonary disease (COPD emphysema)
Abnormal Heart Rate,Congestive heart failure (CHF)
Abnormal Heart Rate,Coronary artery anomaly (heart artery malformation)
Abnormal Heart Rate,Cystic fibrosis (inherited disease of lungs digestive system)
Abnormal Heart Rate,Emphysema (COPD lung disease)
Abnormal Heart Rate,Inhaled foreign body (in respiratory tract)
Abnormal Heart Rate,Respiratory syncytial virus (RSV pediatric respiratory infection)
Abnormal Heart Rate,Amyloidosis
Abnormal Heart Rate,Anemia (low red blood cell count)
Abnormal Heart Rate,Anorexia (eating disorder)
Abnormal Heart Rate,Beriberi (thiamine (vitamin B1) deficiency)
Abnormal Heart Rate,Cancer (tumor)
Abnormal Heart Rate,Cardiomegaly (enlarged heart)
Abnormal Heart Rate,Cardiomyopathy (weakened heart)
Abnormal Heart Rate,Chronic fatigue syndrome (CFS)
Abnormal Heart Rate,Congestive heart failure (CHF)
Abnormal Heart Rate,Depression (excessive sadness)
Abnormal Heart Rate,Diabetes (high blood sugar)
Abnormal Heart Rate,Drug withdrawal syndrome
Abnormal Heart Rate,Duodenal cancer (small intestine)
Abnormal Heart Rate,Ewing's sarcoma (cancer)
Abnormal Heart Rate,Extragonadal germ cell tumors
Abnormal Heart Rate,Fallopian tube cancer
Abnormal Heart Rate,Fever (elevated temperature)
Abnormal Heart Rate,Fibromyalgia (chronic pain disorder)
Abnormal Heart Rate,Friedreich's Ataxia (genetic disorder)
Abnormal Heart Rate,Gallbladder and bile duct cancer
Abnormal Heart Rate,Gallbladder cancer
Abnormal Heart Rate,Glomerulonephritis (kidney disease)
Abnormal Heart Rate,Hepatitis (liver inflammation)
Abnormal Heart Rate,Hepatitis A
Abnormal Heart Rate,Hypocalcemia (low blood calcium)
Abnormal Heart Rate,Hypokalemia (low blood potassium)
Abnormal Heart Rate,Hyponatremia (low blood sodium)
Abnormal Heart Rate,Hypothyroidism (low thyroid hormone)
Abnormal Heart Rate,Influenza (seasonal flu)
Abnormal Heart Rate,Large cell lung cancer
Abnormal Heart Rate,Lupus (systemic lupus erythematosus SLE)
Abnormal Heart Rate,Lyme disease (bacterial infection from ticks)
Abnormal Heart Rate,Lymphoma (lymph node cancer)
Abnormal Heart Rate,Malignant Mesothelioma
Abnormal Heart Rate,Malnutrition
Abnormal Heart Rate,Multiple sclerosis (MS)
Abnormal Heart Rate,Pancytopenia
Abnormal Heart Rate,Percutaneous pedicle screws (minimally invasive spinal stabilization)
Abnormal Heart Rate,Poisoning
Abnormal Heart Rate,Renal failure acute (sudden kidney failure)
Abnormal Heart Rate,Renal failure chronic (ongoing kidney failure)
Abnormal Heart Rate,Scurvy (vitamin C deficiency)
Abnormal Heart Rate,Sleep apnea (chronic sleep disruption)
Abnormal Heart Rate,Squamous cell lung cancer
Abnormal Heart Rate,Stress
Abnormal Heart Rate,Thalassemia (Mediterranean anemia inherited blood disorder)
Abnormal Heart Rate,West Nile virus infection (mosquito-transmitted illness)
Abscess (Collection of pus),Arthritis (joint inflammation)
Abscess (Collection of pus),Atrial fibrillation (irregular heart rate)
Abscess (Collection of pus),Bone cancer (bone tumor)
Abscess (Collection of pus),Burns
Abscess (Collection of pus),Bursitis (inflammation of joint cushion)
Abscess (Collection of pus),Carpal tunnel syndrome (wrist nerve compression)
Abscess (Collection of pus),Cellulitis (skin infection)
Abscess (Collection of pus),Cervical radiculopathy (pinched nerve in neck)
Abscess (Collection of pus),Cervical spine stenosis (narrowing of spinal canal)
Abscess (Collection of pus),Cervical spondylosis (neck arthritis)
Abscess (Collection of pus),Chronic pain
Abscess (Collection of pus),Clavicle fracture (broken collar bone)
Abscess (Collection of pus),Contusion (bruise ecchymosis)
Abscess (Collection of pus),Cubital tunnel syndrome (nerve compression in the elbow)
Abscess (Collection of pus),De Quervain's tenosynovitis (hand tendon inflammation)
Abscess (Collection of pus),Deep venous thrombosis (DVT venous blood clot)
Abscess (Collection of pus),Dislocation (joint out of place)
Abscess (Collection of pus),Enlarged lymph nodes (lymphadenopathy)
Abscess (Collection of pus),Ewing's sarcoma (cancer)
Abscess (Collection of pus),Extremity trauma (leg or arm injury)
Abscess (Collection of pus),Fibromyalgia (chronic pain disorder)
Abscess (Collection of pus),Foreign body in a wound
Abscess (Collection of pus),Fracture (broken bone)
Abscess (Collection of pus),Frozen shoulder (adhesive capsulitis of shoulder)
Abscess (Collection of pus),Gout (uric acid crystals in the joint causing inflammation)
Abscess (Collection of pus),Hand fracture (broken hand)
Abscess (Collection of pus),Herniated disc (slipped disc ruptured disc)
Abscess (Collection of pus),Humerus fracture (broken upper arm)
Abscess (Collection of pus),Langerhans cell histiocytosis (Histiocytosis X)
Abscess (Collection of pus),Ligament sprain (connection between two bones)
Abscess (Collection of pus),Muscle spasm (charley horse)
Abscess (Collection of pus),Muscle strain (pulled muscle)
Abscess (Collection of pus),Myocardial infarction (heart attack)
Abscess (Collection of pus),Osteoarthritis (bone inflammation)
Abscess (Collection of pus),Paget disease of the bone
Abscess (Collection of pus),Parathyroid cancer
Abscess (Collection of pus),Peripheral neuropathy (nerve damage)
Abscess (Collection of pus),Peripheral vascular disease (blocked blood vessels)
Abscess (Collection of pus),Radial head fracture (broken elbow bone)
Abscess (Collection of pus),Reflex sympathetic dystrophy (complex pain syndrome)
Abscess (Collection of pus),Rheumatoid arthritis (type of chronic joint inflammation)
Abscess (Collection of pus),Rotator cuff syndrome (shoulder injury)
Abscess (Collection of pus),Sarcoma (soft tissue cancer)
Abscess (Collection of pus),Sebaceous cyst (sac under the skin)
Abscess (Collection of pus),Septic arthritis (joint infection)
Abscess (Collection of pus),Shoulder joint dislocation (dislocated shoulder)
Abscess (Collection of pus),Sickle cell disease (disease of red blood cells)
Abscess (Collection of pus),Supracondylar fracture (elbow fracture)
Abscess (Collection of pus),Synovitis (inflammation of joint lining)
Abscess (Collection of pus),Tendonitis (tendon inflammation)
Abscess (Collection of pus),Tennis elbow (lateral epicondylitis)
Abscess (Collection of pus),Tenosynovitis (tendon sheath inflammation)
Abscess (Collection of pus),Thrombophlebitis (superficial)
Abscess (Collection of pus),Unstable angina (pre heart attack chest pain)
Abscess (Collection of pus),Whiplash injury (neck injury)
Arm Pain,Asthma
Arm Pain,Bronchiectasis (bronchial tube inflammatory damage)
Arm Pain,Bronchiolitis (bronchial tube inflammation)
Arm Pain,Chronic obstructive pulmonary disease (COPD emphysema)
Arm Pain,Congenital heart disease (heart defect at birth)
Arm Pain,Congestive heart failure (CHF)
Arm Pain,Coronary artery anomaly (heart artery malformation)
Arm Pain,Croup (upper airway inflammation)
Arm Pain,Hypoglycemia (low blood sugar)
Arm Pain,Hypothermia (extreme cold exposure)
Arm Pain,Hypoxia (lack of oxygen)
Arm Pain,Lung cancer (tumor)
Arm Pain,Meconium aspiration (newborn respiratory problem)
Arm Pain,Methemoglobinemia (blood disorder)
Arm Pain,Myocardial infarction (heart attack)
Arm Pain,Narcotic (morphine heroin) overdose
Arm Pain,Pneumonia (lung infection)
Arm Pain,Polycythemia vera (increased number of red blood cells)
Arm Pain,Pulmonary edema (fluid build-up in the lungs)
Arm Pain,Pulmonary embolism (blood clot in the lungs)
Arm Pain,Pulmonary fibrosis (lung scarring)
Arm Pain,Respiratory failure (breathing failure ARDS)
Arm Pain,Respiratory syncytial virus (RSV pediatric respiratory infection)
Arm Pain,Shock (severe low blood pressure)
Arm Pain,Shock (severe low blood pressure)
Arm Pain,Alcohol (ethanol) intoxication
Arm Pain,Bladder infection (cystitis UTI urinary tract infection)
Arm Pain,Cerebral palsy (movement disorder)
Arm Pain,Cerebral vascular accident (stroke)
Arm Pain,Cervical spine fracture (broken neck bone)
Arm Pain,Constipation
Arm Pain,Cystocele (bladder hernia)
Arm Pain,Diabetes mellitus type 2 (elevated blood sugar)
Arm Pain,Fecal impaction (rectal blockage from stool)
Arm Pain,Generalized seizure disorder (generalized epilepsy)
Arm Pain,Hydrocephalus (brain fluid build-up)
Arm Pain,Kidney stone (nephrolithiasis)
Arm Pain,Lumbar spinal stenosis (spinal cord compression)
Arm Pain,Multiple sclerosis (MS)
Arm Pain,Neurogenic bladder (bladder paralysis)
Arm Pain,Pyelonephritis (kidney infection)
Arm Pain,Spinal cord compression (cauda equina syndrome)
Arm Pain,Spinal cord injury acute
Arm Pain,Stress incontinence (unintentional urination with cough or sneeze)
Back Pain,Appendicitis
Back Pain,Atypical pneumonia (lung infection)
Back Pain,Bladder infection (cystitis UTI urinary tract infection)
Back Pain,Cellulitis (skin infection)
Back Pain,Ear infection middle ear (otitis media)
Back Pain,Epiglottitis (severe throat inflammation)
Back Pain,Gastroenteritis (intestinal infection)
Back Pain,Influenza (seasonal flu)
Back Pain,Laryngitis (voice box inflammation)
Back Pain,Lymphangitis (lymph tissue inflammation)
Back Pain,Malaria (mosquito transmitted illness)
Back Pain,Meningitis (spinal fluid infection)
Back Pain,Mononucleosis (common viral illness)
Back Pain,Pelvic inflammatory disease (PID female reproductive organ infection)
Back Pain,Peritonitis (abdominal cavity inflammation)
Back Pain,Pharyngitis (throat infection)
Back Pain,Pneumonia (lung infection)
Back Pain,Pyelonephritis (kidney infection)
Back Pain,Scarlet fever (post strep inflammation)
Back Pain,Sinusitis (sinus infection)
Back Pain,Tonsillitis (tonsil infection)
Back Pain,Upper respiratory tract infection (URI common cold)
Back Pain,Appendicitis
Back Pain,Colon cancer (large intestine tumor)
Back Pain,Colonic diverticulitis (inflammation of pouches in the large intestine)
Back Pain,Constipation
Back Pain,Dehydration
Back Pain,Familial dysautonomia (genetic disorder)
Back Pain,Fecal impaction (rectal blockage from stool)
Back Pain,Fibroid (uterine muscle tumor)
Back Pain,Hemorrhoid (enlarged rectal veins)
Back Pain,Hypokalemia (low blood potassium)
Back Pain,Hypothyroidism (low thyroid hormone)
Back Pain,Irritable bowel syndrome (IBS chronic intestinal pain and cramping)
Back Pain,Laxative abuse
Back Pain,Paralytic Ileus (intestinal paralysis)
Back Pain,Parathyroid cancer
Back Pain,Rectal cancer (tumor)
Back Pain,Rectal prolapse (rectal protrusion)
Back Pain,Rectal ulcer
Back Pain,Rectocele
Back Pain,Renal failure chronic (ongoing kidney failure)
Chest Pain,Addison's disease (adrenal insufficiency)
Chest Pain,Allergic reaction
Chest Pain,Anemia (low red blood cell count)
Chest Pain,Anxiety disorder (generalized anxiety disorder GAD)
Chest Pain,Aortic regurgitation (leaking heart valve)
Chest Pain,Arrhythmia (abnormal heart rhythm)
Chest Pain,Atrial fibrillation (irregular heart rate)
Chest Pain,Atrial flutter (irregular heart rate)
Chest Pain,Atrioventricular node conduction block (heart block)
Chest Pain,Blood loss
Chest Pain,Bradycardia (slow heart rate)
Chest Pain,Carbon monoxide poisoning (odorless poisonous gas)
Chest Pain,Cardiac arrest (heart stops)
Chest Pain,Carotid artery stenosis (neck artery narrowing)
Chest Pain,Cerebral vascular accident (stroke)
Chest Pain,Cocaine abuse
Chest Pain,Concussion
Chest Pain,Dehydration
Chest Pain,Diabetic ketoacidosis (DKA a complication of poorly controlled diabetes)
Chest Pain,Drug reaction
Chest Pain,Familial dysautonomia (genetic disorder)
Chest Pain,Gastrointestinal bleeding (stomach intestine bleeding)
Chest Pain,Heat exhaustion
Chest Pain,Hemorrhagic stroke (CVA cerebrovascular accident)
Chest Pain,Hypertrophic cardiomyopathy (thickened heart muscle)
Chest Pain,Hypoglycemia (low blood sugar)
Chest Pain,Hypotension (low blood pressure)
Chest Pain,Insulin overdose
Chest Pain,Long QT Syndrome (inherited heart condition)
Chest Pain,Methyl alcohol intoxication (methanol)
Chest Pain,Mitral regurgitation (leaking heart valve)
Chest Pain,Mitral stenosis (tight heart valve)
Chest Pain,Narcotic (morphine heroin) abuse
Chest Pain,Pancytopenia
Chest Pain,Postural hypotension (low blood pressure after standing)
Chest Pain,Seizure (abnormal brain electrical activity)
Chest Pain,Sepsis (serious blood infection)
Chest Pain,Smoke inhalation
Chest Pain,Supraventricular tachycardia (SVT)
Chest Pain,Transient ischemic attack (TIA reversible stroke)
Chest Pain,Valvular heart disease (abnormal heart valves)
Chest Pain,Vasovagal syncope (fainting)
Chest Pain,Ventricular tachycardia (VT dangerous irregular heart beat)
Chest Pain,Vertebral- basilar artery insufficiency (inadequate blood flow to the back of the brain)
Chest Pain,Wolff Parkinson White syndrome (WPW additional electrical pathway in the heart)
Chest Pain,Acne (pimples)
Chest Pain,Bell's palsy (facial muscle weakness)
Chest Pain,Bullous myringitis (middle ear infection)
Chest Pain,Carbuncle
Chest Pain,Cauliflower ear (wrestlers ear)
Chest Pain,Cellulitis (skin infection)
Chest Pain,Cerumen impaction (ear wax buildup)
Chest Pain,Cholesteatoma (middle ear mass)
Chest Pain,Contact dermatitis (contact skin irritation)
Chest Pain,Contusion (bruise ecchymosis)
Chest Pain,Dental abscess (tooth infection)
Chest Pain,Dental caries (cavities)
Chest Pain,Dental eruption (appearance of new tooth)
Chest Pain,Ear drum rupture (tympanic membrane rupture)
Chest Pain,Ear infection middle ear (otitis media)
Chest Pain,Ear infection outer (otitis externa)
Chest Pain,Ear laceration (cut on the ear)
Chest Pain,Ear swelling
Chest Pain,Enlarged lymph nodes (lymphadenopathy)
Chest Pain,Hearing loss
Chest Pain,Hemotympanum (blood behind ear drum)
Chest Pain,Labyrinthitis (dizziness and vertigo)
Chest Pain,Lymphangitis (lymph tissue inflammation)
Chest Pain,Mononucleosis (common viral illness)
Chest Pain,Mycoplasma infection (bacteria)
Chest Pain,Nasal polyps (growths)
Chest Pain,Neutropenia
Chest Pain,Periodontitis (gum inflammation)
Chest Pain,Pharyngitis (throat infection)
Chest Pain,Sebaceous cyst (sac under the skin)
Chest Pain,Sinusitis (sinus infection)
Chest Pain,Temporomandibular joint syndrome (TMJ jaw joint pain)
Chest Pain,Tonsillitis (tonsil infection)
Chest Pain,Upper respiratory tract infection (URI common cold)
Chest Pain,Vestibular neuronitis (labyrinthitis vertigo)
Chest Pain,Viral infections
Cold,Amebiasis (ameba infection)
Cold,Brucellosis (bacterial infection spread from animals)
Cold,Campylobacter infection (intestinal bacterial infection)
Cold,Chagas disease (trypanosomiasis)
Cold,Chagas disease (trypanosomiasis)
Cold,Cholera (intestinal bacterial infection)
Cold,Dengue fever (tropical mosquito borne illness)
Cold,E. coli infection (Escherichia coli bacterial infection)
Cold,Encephalitis (brain infection)
Cold,Filariasis (elephantiasis)
Cold,Giardiasis (giardia infection)
Cold,Hantavirus infection (rare serious viral infection)
Cold,Hepatitis (liver inflammation)
Cold,Legionellosis (Legionnaires' disease)
Cold,Leishmaniasis (parasitic infection kala azar)
Cold,Leptospirosis (bacterial infection)
Cold,Lyme disease (bacterial infection from ticks)
Cold,Malaria (mosquito transmitted illness)
Cold,Norovirus infection (viral diarrhea Norwalk virus))
Cold,Onchocerciasis (river blindness)
Cold,Plague (bubonic plague bacteria yersinia infection)
Cold,Rickettsial infections (type of bacterial infection)
Cold,Rotavirus infection (intestinal viral infection)
Cold,Schistosomiasis (parasite infection)
Cold,Severe Acute Respiratory Syndrome (SARS serious viral pneumonia)
Cold,Shigellosis (bacterial intestinal infection)
Cold,Smallpox (Variola virus infection)
Cold,Typhoid fever (salmonella typhi infection from contaminated food or water)
Cold,Vibrio parahaemolyticus infection (bacterial infection from shellfish)
Cold,Viral hemorrhagic fevers (Ebola Lassa)
Cold,West Nile virus infection (mosquito-transmitted illness)
Cold,Yellow fever (viral hemorrhagic fever)
Cold,Campylobacter infection (intestinal bacterial infection)
Cold,Celiac disease (celiac sprue)
Cold,Crohn's disease (regional enteritis Crohn's colitis intestinal inflammation)
Cold,Gastroesophageal reflux (GERD heartburn)
Cold,Giardiasis (giardia infection)
Cold,Irritable bowel syndrome (IBS chronic intestinal pain and cramping)
Cold,Malabsorption syndrome (abnormal intestinal digestion)
Cold,Salmonella infection (common bacterial intestinal infection)
Cold,Shigellosis (bacterial intestinal infection)
Cold,Acne (pimples)
Cold,Allergic reaction
Cold,Amyloidosis
Cold,Angioedema (swelling of skin lips eyes)
Cold,Athlete's foot (tinea pedis)
Cold,Atopic dermatitis (eczema)
Cold,Bacterial vaginosis (vaginal infection)
Cold,Body lice
Cold,Candida albicans (yeast infection)
Cold,Carbuncle
Cold,Cellulitis (skin infection)
Cold,Cervical cancer (tumor)
Cold,Chicken pox (varicella virus)
Cold,Chronic venous insufficiency (weakened leg veins)
Cold,Common warts
Cold,Contact dermatitis (contact skin irritation)
Cold,Cradle cap (infant scalp rash)
Cold,Drug reaction
Cold,Endocarditis (heart valve infection)
Cold,Erysipelas (bacterial skin infection)
Cold,Fifth disease (erythema infectiosum viral illness)
Cold,Food allergy
Cold,Genital herpes (HSV type 2 infection)
Cold,Heat rash
Cold,Henoch Schönlein purpura (blood vessel inflammation)
Cold,Herpes simplex infection (viral infection)
Cold,Hidradenitis suppurativa (chronic collections of pus)
Cold,Impetigo (bacterial skin infection)
Cold,Jaundice (yellow skin color)
Cold,Langerhans cell histiocytosis (Histiocytosis X)
Cold,Lichen planus (chronic skin inflammation)
Cold,Lupus (systemic lupus erythematosus SLE)
Cold,Lyme disease (bacterial infection from ticks)
Cold,Lymphangitis (lymph tissue inflammation)
Cold,Mastitis (breast infection inflammation)
Cold,Melanoma (skin cancer)
Cold,Pemphigoi
Cold,Pityriasis rosea (inflammatory skin rash)
Cold,Poison ivy (poison oak poison sumac)
Cold,Polyarteritis Nodosa (PAN)
Cold,Psoriasis (scaly skin disease)
Cold,Ringworm of the body (tinea corporis)
Cold,Ringworm of the scalp (tinea capitis)
Cold,Sarcoidosis (inflammatory disease)
Cold,Scabies (skin disease caused by mites)
Cold,Scleroderma (progressive hardening of soft tissue)
Cold,Sebaceous cyst (sac under the skin)
Cold,Shingles (herpes zoster)
Cold,Staphylococcus aureus (type of bacteria)
Cold,Sunburn
Cold,Tinea (fungal skin infection)
Cold,Urticaria (hives)
Cold,Vasculitis (inflammation of the arteries)
Cold,Viral infections
Cold,Vitiligo (loss of skin pigment)
Cold,Yaws
Cough,Adjustment disorder (poor adjustment to life stressor)
Cough,Alcohol withdrawal syndrome (mild)
Cough,Amphetamine abuse
Cough,Anxiety disorder (generalized anxiety disorder GAD)
Cough,Bipolar disorder (manic depressive disorder)
Cough,Cocaine abuse
Cough,Delusional disorder
Cough,Depression (excessive sadness)
Cough,Drug reaction
Cough,Hepatic encephalopathy (confusion from liver failure)
Cough,Magic mushroom ingestion (psilocybin)
Cough,Major depressive disorder (severe depression)
Cough,Post-traumatic stress disorder (PTSD)
Cough,Prescription drug abuse
