20,Blood in vomit,179,Colonic diverticulitis (inflammation of pouches in the large intestine)
20,Blood in vomit,197,Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation)
20,Blood in vomit,202,Cytomegalovirus infection (CMV viral infection)
20,Blood in vomit,231,E. coli infection (Escherichia coli, bacterial infection)
20,Blood in vomit,1285,Food allergy
20,Blood in vomit,987,Food poisoning
20,Blood in vomit,308,Gastroenteritis (intestinal infection)
20,Blood in vomit,310,Gastrointestinal bleeding (stomach, intestine bleeding)
20,Blood in vomit,317,Giardiasis (giardia infection)
20,Blood in vomit,401,Irritable bowel syndrome (IBS, chronic intestinal pain and cramping)
20,Blood in vomit,988,Lactose intolerance
20,Blood in vomit,1116,Listeria (serious bacterial illness)
20,Blood in vomit,446,Malabsorption syndrome (abnormal intestinal digestion)
20,Blood in vomit,1329,Neuroblastoma
20,Blood in vomit,547,Pancreas inflammation (pancreatitis, chronic)
20,Blood in vomit,644,Rectal cancer (tumor)
20,Blood in vomit,668,Rotavirus infection (intestinal viral infection)
20,Blood in vomit,670,Salmonella infection (common bacterial intestinal infection)
20,Blood in vomit,697,Shigellosis (bacterial intestinal infection)
20,Blood in vomit,786,Typhoid fever (salmonella typhi infection from contaminated food or water)
20,Blood in vomit,788,Ulcerative colitis (large intestine inflammation)
20,Blood in vomit,822,Viral infections
103,Bloody nose (epistaxis),125,Campylobacter infection (intestinal bacterial infection)
103,Bloody nose (epistaxis),198,Cryptosporidia infection (diarrheal parasite infection)
103,Bloody nose (epistaxis),231,E. coli infection (Escherichia coli, bacterial infection)
103,Bloody nose (epistaxis),317,Giardiasis (giardia infection)
103,Bloody nose (epistaxis),668,Rotavirus infection (intestinal viral infection)
103,Bloody nose (epistaxis),670,Salmonella infection (common bacterial intestinal infection)
103,Bloody nose (epistaxis),697,Shigellosis (bacterial intestinal infection)
234,Blurry vision,901,Body lice
234,Blurry vision,1121,Bone cancer (bone tumor)
234,Blurry vision,865,Brachial plexus injury (shoulder nerve injury)
234,Blurry vision,126,Cancer (tumor)
234,Blurry vision,140,Cellulitis (skin infection)
234,Blurry vision,188,Contact dermatitis (contact skin irritation)
234,Blurry vision,1032,Heart attack (acute myocardial infarction, AMI)
234,Blurry vision,1057,Hidradenitis suppurativa (chronic collections of pus)
234,Blurry vision,1441,Lymphadenitis
234,Blurry vision,443,Lymphangitis (lymph tissue inflammation)
234,Blurry vision,852,Lymphoma (lymph node cancer)
234,Blurry vision,729,Muscle strain (pulled muscle)
234,Blurry vision,1119,Sarcoma (soft tissue cancer)
234,Blurry vision,920,Scabies (skin disease caused by mites)
234,Blurry vision,698,Shingles (herpes zoster)
25,Calf pain,61,Arthritis (joint inflammation)
25,Calf pain,62,Aseptic joint effusion (fluid in a joint)
25,Calf pain,1121,Bone cancer (bone tumor)
25,Calf pain,121,Bursitis (inflammation of joint cushion)
25,Calf pain,133,Carpal tunnel syndrome (wrist nerve compression)
25,Calf pain,140,Cellulitis (skin infection)
25,Calf pain,151,Cervical radiculopathy (pinched nerve in neck)
25,Calf pain,191,Contusion (bruise, ecchymosis)
25,Calf pain,946,Cubital tunnel syndrome (nerve compression in the elbow)
25,Calf pain,203,De Quervain's tenosynovitis (hand tendon inflammation)
25,Calf pain,220,Dislocation (joint out of place)
25,Calf pain,269,Extremity trauma (leg or arm injury)
25,Calf pain,291,Fibromyalgia (chronic pain disorder)
25,Calf pain,302,Fracture (broken bone)
25,Calf pain,321,Gout (uric acid crystals in the joint causing inflammation)
25,Calf pain,360,Humerus fracture (broken upper arm)
25,Calf pain,426,Ligament sprain (connection between two bones)
25,Calf pain,441,Lupus (systemic lupus erythematosus, SLE)
25,Calf pain,729,Muscle strain (pulled muscle)
25,Calf pain,532,Osteoarthritis (bone inflammation)
25,Calf pain,565,Peripheral neuropathy (nerve damage)
25,Calf pain,639,Radial head fracture (broken elbow bone)
25,Calf pain,662,Rheumatoid arthritis (type of chronic joint inflammation)
25,Calf pain,667,Rotator cuff syndrome (shoulder injury)
25,Calf pain,1119,Sarcoma (soft tissue cancer)
25,Calf pain,689,Septic arthritis (joint infection)
25,Calf pain,740,Supracondylar fracture (elbow fracture)
25,Calf pain,1106,Synovitis (inflammation of joint lining)
25,Calf pain,414,Tennis elbow (lateral epicondylitis)
25,Calf pain,752,Tenosynovitis (tendon sheath inflammation)
129,Cardiac arrhythmia (abnormal heart rate),38,Anaphylaxis (severe/life threatening allergic reaction)
129,Cardiac arrhythmia (abnormal heart rate),65,Asthma
129,Cardiac arrhythmia (abnormal heart rate),69,Atypical pneumonia (lung infection)
129,Cardiac arrhythmia (abnormal heart rate),114,Bronchiolitis (bronchial tube inflammation)
129,Cardiac arrhythmia (abnormal heart rate),115,Bronchitis (bronchial tube infection)
129,Cardiac arrhythmia (abnormal heart rate),170,Chronic obstructive pulmonary disease (COPD, emphysema)
129,Cardiac arrhythmia (abnormal heart rate),185,Congestive heart failure (CHF)
129,Cardiac arrhythmia (abnormal heart rate),924,Coronary artery anomaly (heart artery malformation)
129,Cardiac arrhythmia (abnormal heart rate),962,Cystic fibrosis (inherited disease of lungs, digestive system)
129,Cardiac arrhythmia (abnormal heart rate),993,Emphysema (COPD, lung disease)
129,Cardiac arrhythmia (abnormal heart rate),897,Inhaled foreign body (in respiratory tract)
129,Cardiac arrhythmia (abnormal heart rate),855,Respiratory syncytial virus (RSV, pediatric respiratory infection)
28,Chest pressure,1030,Addison's disease (adrenal insufficiency)
28,Chest pressure,26,Allergic reaction
28,Chest pressure,39,Anemia (low red blood cell count)
28,Chest pressure,51,Anxiety disorder (generalized anxiety disorder, GAD)
28,Chest pressure,1018,Aortic regurgitation (leaking heart valve)
28,Chest pressure,59,Arrhythmia (abnormal heart rhythm)
28,Chest pressure,67,Atrial fibrillation (irregular heart rate)
28,Chest pressure,921,Atrial flutter (irregular heart rate)
28,Chest pressure,68,Atrioventricular node conduction block (heart block)
28,Chest pressure,99,Blood loss
28,Chest pressure,105,Bradycardia (slow heart rate)
28,Chest pressure,128,Carbon monoxide poisoning (odorless, poisonous gas)
28,Chest pressure,982,Cardiac arrest (heart stops)
28,Chest pressure,867,Carotid artery stenosis (neck artery narrowing)
28,Chest pressure,146,Cerebral vascular accident (stroke)
28,Chest pressure,175,Cocaine abuse
28,Chest pressure,184,Concussion
28,Chest pressure,205,Dehydration
28,Chest pressure,215,Diabetic ketoacidosis (DKA, a complication of poorly controlled diabetes)
28,Chest pressure,227,Drug reaction
28,Chest pressure,1281,Familial dysautonomia (genetic disorder)
28,Chest pressure,310,Gastrointestinal bleeding (stomach, intestine bleeding)
28,Chest pressure,335,Heat exhaustion
28,Chest pressure,1303,Hemorrhagic stroke (CVA, cerebrovascular accident)
28,Chest pressure,368,Hypertrophic cardiomyopathy (thickened heart muscle)
28,Chest pressure,372,Hypoglycemia (low blood sugar)
28,Chest pressure,376,Hypotension (low blood pressure)
28,Chest pressure,391,Insulin overdose
28,Chest pressure,923,Long QT Syndrome (inherited heart condition)
28,Chest pressure,468,Methyl alcohol intoxication (methanol)
28,Chest pressure,1020,Mitral regurgitation (leaking heart valve)
28,Chest pressure,1019,Mitral stenosis (tight heart valve)
28,Chest pressure,502,Narcotic (morphine, heroin) abuse
28,Chest pressure,1463,Pancytopenia
28,Chest pressure,597,Postural hypotension (low blood pressure after standing)
28,Chest pressure,848,Seizure (abnormal brain electrical activity)
28,Chest pressure,687,Sepsis (serious blood infection)
28,Chest pressure,715,Smoke inhalation
28,Chest pressure,1433,Supraventricular tachycardia (SVT)
28,Chest pressure,775,Transient ischemic attack (TIA, reversible stroke)
28,Chest pressure,1017,Valvular heart disease (abnormal heart valves)
28,Chest pressure,811,Vasovagal syncope (fainting)
28,Chest pressure,981,Ventricular tachycardia (VT, dangerous irregular heart beat)
28,Chest pressure,814,Vertebral- basilar artery insufficiency (inadequate blood flow to the back of the brain)
28,Chest pressure,838,Wolff Parkinson White syndrome (WPW, additional electrical pathway in the heart)
30,Chills,32,Amebiasis (ameba infection)
30,Chills,1093,Brucellosis (bacterial infection spread from animals)
30,Chills,125,Campylobacter infection (intestinal bacterial infection)
30,Chills,155,Chagas disease (trypanosomiasis)
30,Chills,155,Chagas disease (trypanosomiasis)
30,Chills,166,Cholera (intestinal bacterial infection)
30,Chills,208,Dengue fever (tropical mosquito borne illness)
30,Chills,231,E. coli infection (Escherichia coli, bacterial infection)
30,Chills,239,Encephalitis (brain infection)
30,Chills,292,Filariasis (elephantiasis)
30,Chills,317,Giardiasis (giardia infection)
30,Chills,328,Hantavirus infection (rare, serious viral infection)
30,Chills,347,Hepatitis (liver inflammation)
30,Chills,421,Legionellosis (Legionnaires' disease)
30,Chills,422,Leishmaniasis (parasitic infection, kala azar)
30,Chills,423,Leptospirosis (bacterial infection)
30,Chills,442,Lyme disease (bacterial infection from ticks)
30,Chills,447,Malaria (mosquito transmitted illness)
30,Chills,517,Norovirus infection (viral diarrhea, Norwalk virus))
30,Chills,522,Onchocerciasis (river blindness)
30,Chills,580,Plague (bubonic plague, bacteria yersinia infection)
30,Chills,666,Rickettsial infections (type of bacterial infection)
30,Chills,668,Rotavirus infection (intestinal viral infection)
30,Chills,675,Schistosomiasis (parasite infection)
30,Chills,671,Severe Acute Respiratory Syndrome (SARS, serious viral pneumonia)
30,Chills,697,Shigellosis (bacterial intestinal infection)
30,Chills,714,Smallpox (Variola virus infection)
30,Chills,786,Typhoid fever (salmonella typhi infection from contaminated food or water)
30,Chills,819,Vibrio parahaemolyticus infection (bacterial infection from shellfish)
30,Chills,821,Viral hemorrhagic fevers (Ebola, Lassa)
30,Chills,833,West Nile virus infection (mosquito-transmitted illness)
30,Chills,841,Yellow fever (viral hemorrhagic fever)
173,Cluster headache (one-sided headache behind the eye),958,Ascites (fluid in the abdomen)
173,Cluster headache (one-sided headache behind the eye),76,Bacterial overgrowth of small intestine
173,Cluster headache (one-sided headache behind the eye),411,Bowel obstruction (intestinal blockage)
173,Cluster headache (one-sided headache behind the eye),126,Cancer (tumor)
173,Cluster headache (one-sided headache behind the eye),139,Celiac disease (celiac sprue)
173,Cluster headache (one-sided headache behind the eye),172,Cirrhosis (liver failure and scarring)
173,Cluster headache (one-sided headache behind the eye),180,Colon cancer (large intestine tumor)
173,Cluster headache (one-sided headache behind the eye),185,Congestive heart failure (CHF)
173,Cluster headache (one-sided headache behind the eye),187,Constipation
173,Cluster headache (one-sided headache behind the eye),1277,Extragonadal germ cell tumors
173,Cluster headache (one-sided headache behind the eye),1046,Gastroparesis (stomach muscle malfunction)
173,Cluster headache (one-sided headache behind the eye),388,Inguinal hernia (groin hernia)
173,Cluster headache (one-sided headache behind the eye),393,Intestinal ischemia (decreased intestinal blood flow)
173,Cluster headache (one-sided headache behind the eye),394,Intestinal volvulus (twisting of intestine)
173,Cluster headache (one-sided headache behind the eye),401,Irritable bowel syndrome (IBS, chronic intestinal pain and cramping)
173,Cluster headache (one-sided headache behind the eye),988,Lactose intolerance
173,Cluster headache (one-sided headache behind the eye),1060,Liver injury (liver trauma)
173,Cluster headache (one-sided headache behind the eye),446,Malabsorption syndrome (abnormal intestinal digestion)
173,Cluster headache (one-sided headache behind the eye),954,Near drowning
173,Cluster headache (one-sided headache behind the eye),545,Pancreatic cancer (tumor)
173,Cluster headache (one-sided headache behind the eye),549,Paralytic Ileus (intestinal paralysis)
173,Cluster headache (one-sided headache behind the eye),652,Renal failure, acute (sudden kidney failure)
173,Cluster headache (one-sided headache behind the eye),1059,Spleen injury (splenic rupture)
173,Cluster headache (one-sided headache behind the eye),1066,Toxic megacolon (rapid dilation of the colon)
173,Cluster headache (one-sided headache behind the eye),939,Umbilical hernia (belly button hernia)
173,Cluster headache (one-sided headache behind the eye),1497,Urethral stricture
173,Cluster headache (one-sided headache behind the eye),795,Urine retention (inability to urinate)
181,Common cold (upper respiratory infection),125,Campylobacter infection (intestinal bacterial infection)
181,Common cold (upper respiratory infection),139,Celiac disease (celiac sprue)
181,Common cold (upper respiratory infection),197,Crohn's disease (regional enteritis, Crohn's colitis, intestinal inflammation)
181,Common cold (upper respiratory infection),309,Gastroesophageal reflux (GERD, heartburn)
181,Common cold (upper respiratory infection),317,Giardiasis (giardia infection)
181,Common cold (upper respiratory infection),401,Irritable bowel syndrome (IBS, chronic intestinal pain and cramping)
181,Common cold (upper respiratory infection),446,Malabsorption syndrome (abnormal intestinal digestion)
181,Common cold (upper respiratory infection),670,Salmonella infection (common bacterial intestinal infection)
181,Common cold (upper respiratory infection),697,Shigellosis (bacterial intestinal infection)
36,Constipation,54,Aphthous ulcers (mouth stomatitis)
36,Constipation,59,Arrhythmia (abnormal heart rhythm)
36,Constipation,793,Bladder infection (cystitis, UTI, urinary tract infection)
187,Constipation,1393,Broken jaw (mandible fracture)
36,Constipation,114,Bronchiolitis (bronchial tube inflammation)
187,Constipation,881,Bruxism (teeth grinding)
187,Constipation,126,Cancer (tumor)
36,Constipation,177,Colic (prolonged infant crying episodes)
36,Constipation,187,Constipation
36,Constipation,188,Contact dermatitis (contact skin irritation)
36,Constipation,885,Croup (upper airway inflammation)
187,Constipation,209,Dental abscess (tooth infection)
187,Constipation,138,Dental caries (cavities)
36,Constipation,210,Dental eruption (appearance of new tooth)
36,Constipation,536,Ear infection, middle ear (otitis media)
36,Constipation,302,Fracture (broken bone)
36,Constipation,307,Gastritis (stomach inflammation)
36,Constipation,308,Gastroenteritis (intestinal infection)
36,Constipation,309,Gastroesophageal reflux (GERD, heartburn)
36,Constipation,896,Impetigo (bacterial skin infection)
36,Constipation,399,Intussusception (telescoping intestine)
187,Constipation,437,Ludwigs angina (severe infection in the floor of the mouth and neck)
36,Constipation,446,Malabsorption syndrome (abnormal intestinal digestion)
36,Constipation,462,Meningitis (spinal fluid infection)
